sample pack,message order,message,random,patterns,single characteres,onomatopaic,phatic,metalinguistics,someone,political,comic,statements,html/command,emoticons,senseless,slogans,questions,bully,demanding,egoic,complaint,love,humour,musical,support
3,799,AUMENTA O PAAAAAA QUEREMOS BASS,,,,,,x,,,,,,,,,,,x,,,,,,
3,800,...........,,x,,,,,,,,,,,x,,,,,,,,,,
3,801,Caixinha baixa,,,,,,x,,,,,,,,,,,,,x,,,,
3,802,improvisação livre,,,,,,,,,,x,,,,,,,,,,,,x,
3,803,UUUUUUUUUU,,,,x,,,,,,,,,,,,,,,,,,,
3,804,amor livre,,,,,,,,x,,,,,,,,,,,,,,,
3,805,BASS,,,,,,x,,,,,,,,,,,,,,,,x,
3,806,Vvvbv,,x,,,,,,,,,,,x,,,,,,,,,,
3,807,tudo livre,,,,,,,,,,x,,,,x,,,,,,,,,
3,808,¿¿¡¿¡,,x,,,,,,,,,,,x,,,,,,,,,,
3,809,Ooooo,,,,x,,,,,,,,,,,,,,,,,,,
3,810,AUMENTA O SOM,,,,,,x,,,,,,,,,,,x,,,,,,
3,811,Tttt,,x,,,,,,,,,,,x,,,,,,,,,,
3,812,"Mais amor, por favor",,,,,,,,,,x,,,,,,,x,,,x,,,
3,813,Cade a zaira,,,,,,,x,,,,,,,,x,,,,,,,,
0,814,Vortaa,,,,,,x,,,,,,,,,,,x,,,,,,
0,815,Vaaai,,,,,x,,,,,,,,,,,,,,,,,,
0,816,To dentro,,,,,,,,,,x,,,,,,,,,,,,,x
0,817,MAESTRO GOSTA DE ROLA,,,,,,,x,,,,,,,,,x,,,,,,,
0,818,Ohh,,,,,x,,,,,,,,,,,,,,,,,,
0,819,Oh,,,,,x,,,,,,,,,,,,,,,,,,
0,820,Vivo de merda solta o wifi,,,,,,,x,,,,,,,,,,,,x,,,,
0,821,kkkkkk,,,,,,,,,x,,,,,,,,,,,,,,
0,822,JOHNNY NAO SE VINGA,,,,,,,x,,,,,,,,,x,,,,,,,
0,823,Bosta de vivo,,,,,,,,,,x,,,,,,,,,x,,,,
0,824,H,,,x,,,,,,,,,,x,,,,,,,,,,
0,825,Batatinha quando nasce,,,,,,,x,,,,,,,,,,,,,,x,,
0,826,U,,,x,,,,,,,,,,x,,,,,,,,,,
0,827,Tecotelecoteco eh a batida do Maneco castigando o tamburim,,,,,,,,,,x,,,,,,,,,,,x,,
0,828,S,,,x,,,,,,,,,,x,,,,,,,,,,
0,829,VC QUER PEGA A BIANCA,,,,,,,x,,,,,,,,,,,,,x,,,
0,830,Da cu ate o chao,,,,,,,,,,x,,,,,,x,,,,,,,
0,831,Maestro bate bumbum na agua,,,,,,,x,,,,,,,,,x,,,,,,,
0,832,"O Sol é uma estrela como todas as outras que vemos à noite. Porém, mto próxima. Saibam!",,,,,,,,,,x,,,,x,,,,,,,,,
0,833,E NAO SABE COMO CHEGA,,,,,,x,,,,,,,,,,,,,,,x,,
0,834,192.168.0.10,,,,,,x,,,,,,,,,,,,,,,,,
0,835,Hwjfjkrnnshcmrpsssssss,x,,,,,,,,,,,,x,,,,,,,,,,
3,836,Para de escrever besteira,,,,,,x,,,,,,,,,,,,,x,,,,
3,837,JOHNNY NAO CONHEÇE,,,,,,,x,,,,,,,,,x,,,,,,,
3,838,19268.0.10,,x,,,,x,,,,,,,x,,,,,,,,,,
3,839,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,840,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,841,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,842,0,,,x,,,,,,,,,,x,,,,,,,,,,
3,843,AI CHEGA PELA NET,,,,,,,,,,x,,,,,,,,,,,x,,
3,844,9,,,x,,,,,,,,,,x,,,,,,,,,,
3,845,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,846,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,847,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,848,8,,,x,,,,,,,,,,x,,,,,,,,,,
3,849,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,850,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,851,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,852,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,853,7,,,x,,,,,,,,,,x,,,,,,,,,,
3,854,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,855,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,856,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,857,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,858,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,859,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,860,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,861,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,862,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,863,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,864,Fala mesmo,,,,,,x,,,,,,,,,,,x,,,,,,
3,865,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,866,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,867,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,868,PELO AMOR NÉ,,,,,,,,,,x,,,,,,,,,x,,,,
3,869,66,,x,,,,,,,,,,,x,,,,,,,,,,
3,870,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,871,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,872,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,873,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,874,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,875,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,876,66,,x,,,,,,,,,,,x,,,,,,,,,,
3,877,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,878,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,879,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,880,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,881,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,882,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,883,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,884,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,885,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,886,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,887,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,888,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,889,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,890,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,891,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,892,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,893,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,894,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,895,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,896,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,897,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,898,Ahdnrocneis,x,,,,,,,,,,,,x,,,,,,,,,,
3,899,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,900,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,901,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,902,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,903,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,904,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,905,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,906,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,907,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,908,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,909,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,910,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,911,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,912,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,913,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,914,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,915,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,916,s,,,x,,,,,,,,,,x,,,,,,,,,,
3,917,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,918,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,919,PARA COM ISSO JOHNNY,,,,,,,x,,,,,,,,,,x,,,,,,
3,920,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,921,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,922,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,923,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,924,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,925,Mais amor em sp,,,,,,,,,,x,,,,,,,,,,x,,,
3,926,ACODDA,,,,,x,,,,,,,,,,,,,,,,,,
3,927,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,928,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,929,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,930,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,931,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,932,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,933,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,934,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,935,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,936,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,937,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,938,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,939,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,940,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,941,Aoooooo,,,,x,,,,,,,,,,,,,,,,,,,
3,942,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,943,AA,,x,,,,,,,,,,,x,,,,,,,,,,
3,944,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,945,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,946,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,947,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,948,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,949,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,950,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,951,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,952,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,953,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,954,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,955,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,956,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,957,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,958,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,959,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,960,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,961,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,962,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,963,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,964,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,965,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,966,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,967,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,968,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,969,Menos individualismo e mais amoe,,,,,,,,,,x,,,,,,,,,,x,,,
3,970,Djdjdndmddd,x,,,,,,,,,,,,x,,,,,,,,,,
3,971,SE,x,,,,,,,,,,,,x,,,,,,,,,,
3,972,JOHNNY MANO CHELA LOGO,,,,,,,x,,,,,,,,,x,,,,,,,
3,973,Dsjsjsjsje,,x,,,,,,,,,,,x,,,,,,,,,,
3,974,Uuuiu,,,,x,,,,,,,,,,,,,,,,,,,
3,975,Djsjsjd,x,,,,,,,,,,,,x,,,,,,,,,,
3,976,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,977,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,978,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,979,O bolsonaro precisa morrer!,,,,,,,,x,,,,,,,,,,,,,,,
3,980,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,981,Djdjdkdmd,x,,,,,,,,,,,,x,,,,,,,,,,
3,982,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,983,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,984,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,985,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,986,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,987,Dkdkskr,x,,,,,,,,,,,,x,,,,,,,,,,
3,988,Indireta,,,,,,x,,,,,,,,,,,,,,,x,,
3,989,Dmd,x,,,,,,,,,,,,x,,,,,,,,,,
3,990,Vvvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
3,991,PARA DE SER ASSIM,,,,,,x,,,,,,,,,,,,,,,,,
3,992,Djsjd,x,,,,,,,,,,,,x,,,,,,,,,,
3,993,Aaaaaaaaaaaaaa,,,,x,,,,,,,,,,,,,,,,,,,
3,994,CHEGA NELAA,,,,,,,,,,x,,,,,,,,,,x,,,
3,995,Solta noisssss,,,,,,x,,,,,,,,,,,x,,,,,,
3,996,Nrjfkro aeeenrifn,x,,,,,,,,,,,,x,,,,,,,,,,
3,997,Vvvvv,,x,,,,,,,,,,,x,,,,,,,,,,
3,998,Oioi,,,,,x,,,,,,,,,,,,,,,,,,
3,999,DD,,x,,,,,,,,,,,x,,,,,,,,,,
3,1000,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1001,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1002,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1003,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1004,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1005,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1006,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1007,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1008,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1009,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1010,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1011,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1012,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1013,Eita,,,,,x,,,,,,,,,,,,,,,,,,
3,1014,UI,x,,,,,,,,,,,,x,,,,,,,,,,
3,1015,JOHNY CHEGA LOGO,,,,,,,x,,,,,,,,,,x,,,,,,
3,1016,DDD,,x,,,,,,,,,,,x,,,,,,,,,,
3,1017,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1018,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1019,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1020,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1021,IIRJJ,x,,,,,,,,,,,,x,,,,,,,,,,
3,1022,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1023,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1024,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1025,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1026,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1027,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1028,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1029,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1030,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1031,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1032,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1033,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1034,JOHNNY PARA DE OLHA PRA BIANCA,,,,,,,x,,,,,,,,,,x,,,,,,
3,1035,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1036,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1037,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1038,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1039,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1040,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1041,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1042,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1043,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1044,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1045,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1046,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1047,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1048,SE,x,,,,,,,,,,,,x,,,,,,,,,,
3,1049,E,,,x,,,,,,,,,,x,,,,,,,,,,
3,1050,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1051,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1052,Oiiiii,,,,,x,,,,,,,,,,,,,,,,,,
3,1053,HH,,x,,,,,,,,,,,x,,,,,,,,,,
3,1054,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1055,F,,,x,,,,,,,,,,x,,,,,,,,,,
3,1056,D,,,x,,,,,,,,,,x,,,,,,,,,,
3,1057,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1058,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1059,S,,,x,,,,,,,,,,x,,,,,,,,,,
3,1060,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1061,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1062,G,,,x,,,,,,,,,,x,,,,,,,,,,
3,1063,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1064,Oiiii,,,,,x,,,,,,,,,,,,,,,,,,
3,1065,JOHNNY TA APAIXONADO,,,,,,,x,,,,,,,,,,,,,x,,,
3,1066,JOHHNY PEGA LOGO,,,,,,,x,,,,,,,,,,,,,x,,,
3,1067,fsdfs,x,,,,,,,,,,,,x,,,,,,,,,,
3,1068,Jfhd,x,,,,,,,,,,,,x,,,,,,,,,,
3,1069,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1070,Soltaaaa noissss,,,,,,x,,,,,,,,,,,x,,,,,,
3,1071,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1072,JOHHNNY QUER A BIANCA,,,,,,,x,,,,,,,,,,,,,x,,,
3,1073,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1074,ROGER LINDO,,,,,,,x,,,,,,,,,,,,,x,,,
3,1075,////.,,x,,,,,,,,,,,x,,,,,,,,,,
3,1076,TE QUERO,,,,,,,,,,x,,,,,,,,,,x,,,
3,1077,So vaiiii,,,,,,x,,,,,,,,,,,x,,,,,,
3,1078,Kissil chatão,,,,,,,x,,,,,,,,,,,,x,,,,
3,1079,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1080,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1081,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1082,",",,,x,,,,,,,,,,x,,,,,,,,,,
3,1083,Bianca!! É mentira! Eu que te quero,,,,,,,x,,,,,,,,,,,,,x,,,
3,1084,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1085,PARA DE OLHA PRA BIANCA JOHNNY,,,,,,,x,,,,,,,,,x,,,,,,,
3,1086,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1087,Esse óculos sexy do Roger aí ai,,,,,,,x,,,,,,,,,x,,,,,,,
3,1088,TA FICANDO FEIO,,,,,,x,,,,,,,,,,,,,,,x,,
3,1089,Gig in vyvgjbb,x,,,,,,,,,,,,x,,,,,,,,,,
3,1090,ḿ,,,x,,,,,,,,,,x,,,,,,,,,,
3,1091,Hahahahaha,,,,,,,,,x,,,,,,,,,,,,,,
3,1092,b,,,x,,,,,,,,,,x,,,,,,,,,,
3,1093,Treta,,,,,,x,,,,,,,,,,,,,,,,,x
3,1094,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1095,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1096,Treta mesmo,,,,,,x,,,,,,,,,,,,,,,,,x
3,1097,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1098,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1099,Fabiooo gostosoo,,,,,,,x,,,,,,,,,,,,,x,,,
3,1100,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1101,CADE O CHAPEU DO ROGER????,,,,,,,,,,x,,,,,x,,,,,,,,
3,1102,Huahuahu Huahuahu Huahuahu,,,,,,,,,x,,,,,,,,,,,,,,
3,1103,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1104,",",,,x,,,,,,,,,,x,,,,,,,,,,
3,1105,O,,,x,,,,,,,,,,x,,,,,,,,,,
3,1106,",",,,x,,,,,,,,,,x,,,,,,,,,,
3,1107,Batatinha quando nasce,,,,,,,x,,,,,,,,,,,,,,x,,
3,1108,m,,,x,,,,,,,,,,x,,,,,,,,,,
3,1109,L,,,x,,,,,,,,,,x,,,,,,,,,,
3,1110,n,,,x,,,,,,,,,,x,,,,,,,,,,
3,1111,n,,,x,,,,,,,,,,x,,,,,,,,,,
3,1112,n,,,x,,,,,,,,,,x,,,,,,,,,,
3,1113,Lolla e seu cabelo roxo charmoso adoro,,,,,,,x,,,,,,,,,,,,,,,,x
3,1114,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1115,Aaaaa,,,,x,,,,,,,,,,,,,,,,,,,
3,1116,x,,,x,,,,,,,,,,x,,,,,,,,,,
3,1117,Hahah kddd as batata,,,,,,,,,x,,,,,,,,,,,,,,
3,1118,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1119,Da o cua ate o chao,,,,,,,,,,x,,,,,,,x,,,,,,
3,1120,Johnny in love,,,,,,,x,,,,,,,,,,,,,x,,,
3,1121,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1122,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1123,Jcjxhxjcjxjx,,x,,,,,,,,,,,x,,,,,,,,,,
3,1124,.,,,x,,,,,,,,,,x,,,,,,,,,,
3,1125,Cu,,,,,,,,,x,,,,,,,,,,,,,,
3,1126,H,,,x,,,,,,,,,,x,,,,,,,,,,
3,1127,Maestro,,,,,,,x,,,,,,,,,,,x,,,,,
3,1128,..,,x,,,,,,,,,,,x,,,,,,,,,,
3,1129,ricca passa vontade bestão,,,,,,,x,,,,,,,,,x,,,,,,,
3,1130,$,,,x,,,,,,,,,,x,,,,,,,,,,
3,1131,JOHNNY TA QUERENDO,,,,,,,x,,,,,,,,,x,,,,,,,
3,1132,Kgifushx,x,,,,,,,,,,,,x,,,,,,,,,,
3,1133,.........................,,x,,,,,,,,,,,x,,,,,,,,,,
3,1134,Kkk,,,,,,,,,x,,,,,,,,,,,,,,
3,1135,Kkr cisneofkf,x,,,,,,,,,,,,x,,,,,,,,,,
3,1136,dddd,,x,,,,,,,,,,,x,,,,,,,,,,
3,1137,Jcjfududususjxkc,x,,,,,,,,,,,,x,,,,,,,,,,
3,1138,........,,x,,,,,,,,,,,x,,,,,,,,,,
3,1139,iiiiii,,x,,,,,,,,,,,x,,,,,,,,,,
3,1140,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1141,Huahuahu ok de boa qualidade de vida e a gente faz sábado e domingo e feriado de Carnaval em Salvador e o cara é muito mais que a matéria da minha mãe me disse que o metrô de São Paulo e Rio de Janeiro de boa qualidade de vida e a gente faz sábado e domingo a tarde desta quinta-feira em contato conosco pelo que vi que você me enviou um e-mail ao lado do outro e,,,,,,,,,,x,,,x,,,,,,,,,,
3,1142,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1143,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1144,Hmmmm,,,,,x,,,,,,,,,,,,,,,,,,
3,1145,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1146,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1147,JOHNNY MANO PARA,,,,,,,x,,,,,,,,,x,,,,,,,
3,1148,Aa,,x,,,,,,,,,,,x,,,,,,,,,,
3,1149,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1150,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1151,Didududifidudud,x,,,,,,,,,,,,x,,,,,,,,,,
3,1152,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1153,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1154,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1155,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1156,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1157,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1158,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1159,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1160,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1161,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1162,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1163,As,x,,,,,,,,,,,,x,,,,,,,,,,
3,1164,Aa,,x,,,,,,,,,,,x,,,,,,,,,,
3,1165,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1166,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1167,Maestro da ré no kibe,,,,,,,x,,,,,,,,,x,,,,,,,
3,1168,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1169,OLHA LA,,,,,x,,,,,,,,,,,,,,,,,,
3,1170,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1171,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1172,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1173,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1174,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1175,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1176,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1177,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1178,Aaa,,,,x,,,,,,,,,,,,,,,,,,,
3,1179,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1180,3,,,x,,,,,,,,,,x,,,,,,,,,,
3,1181,Aaa,,,,x,,,,,,,,,,,,,,,,,,,
3,1182,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1183,Dididudifidudisuajdjcugdufsufuddygixfudufys,x,,,,,,,,,,,,x,,,,,,,,,,
3,1184,Eu sei quem é!!!,,,,,,x,,,,,,,,,,,,,,,x,,
3,1185,4,,,x,,,,,,,,,,x,,,,,,,,,,
3,1186,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1187,5,,,x,,,,,,,,,,x,,,,,,,,,,
3,1188,MANO,,,,,x,,,,,,,,,,,,,,,,,,
3,1189,😄😄😄😂😂,,,,,,,,,,,,x,,,,,,,,,,,
3,1190,6,,,x,,,,,,,,,,x,,,,,,,,,,
3,1191,Aaa,,,,x,,,,,,,,,,,,,,,,,,,
3,1192,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1193,Aa,,x,,,,,,,,,,,x,,,,,,,,,,
3,1194,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1195,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1196,Aas,,,,x,,,,,,,,,,,,,,,,,,,
3,1197,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1198,A,,,x,,,,,,,,,,x,,,,,,,,,,
3,1199,Aaa,,,,x,,,,,,,,,,,,,,,,,,,
3,1200,78,x,,,,,,,,,,,,x,,,,,,,,,,
3,1201,A,,,x,,,,,,,,,,x,,,,,,,,,,
